id,url,text,source,retweetCount,replyCount,likeCount,quoteCount,viewCount,createdAt,lang,bookmarkCount,isReply,inReplyToId,conversationId,authorUserName,authorName,authorFollowers,authorFollowing,authorDescription
"1932029293539778698","https://x.com/W00DS_eth/status/1932029293539778698","@SamadAdebo40336 @0xIntuition 🤝🏼👁️","Twitter for iPhone",0,0,1,0,3,"Mon Jun 09 10:57:33 +0000 2025","qme",0,true,"1932027111318929430","1931813140842664421","W00DS_eth","W 0 0 D S",7507,2974,""
"1932029037641089363","https://x.com/W00DS_eth/status/1932029037641089363","@keenn_eth @TheoriqAI @KaitoAI Gm Kenn! Make it a great day!","Twitter for iPhone",0,0,0,0,0,"Mon Jun 09 10:56:32 +0000 2025","en",0,true,"1932015621278949609","1932015349089632258","W00DS_eth","W 0 0 D S",7507,2974,""
"1932026963201585426","https://x.com/W00DS_eth/status/1932026963201585426","@d_web3doc @0xIntuition Thanks Doc! Always trying to level up you know it!","Twitter for iPhone",0,0,0,0,5,"Mon Jun 09 10:48:18 +0000 2025","en",0,true,"1932026399553958191","1931813140842664421","W00DS_eth","W 0 0 D S",7507,2974,""
"1932026562875933111","https://x.com/W00DS_eth/status/1932026562875933111","@deft_gfx @0xIntuition gTrust intuit 👁️","Twitter for iPhone",0,0,1,0,2,"Mon Jun 09 10:46:42 +0000 2025","nl",0,true,"1932021859127542254","1931813140842664421","W00DS_eth","W 0 0 D S",7507,2974,""
"1932025958451565023","https://x.com/W00DS_eth/status/1932025958451565023","@IfeKrawn @TheoriqAI @KaitoAI Gtheoriq Adeife","Twitter for iPhone",0,0,0,0,6,"Mon Jun 09 10:44:18 +0000 2025","ht",0,true,"1932021807986639242","1932015349089632258","W00DS_eth","W 0 0 D S",7507,2974,""
"1932025771188486378","https://x.com/W00DS_eth/status/1932025771188486378","@Briamach @SeiNetwork What's you're favorite project on Sei?","Twitter for iPhone",0,1,1,0,4,"Mon Jun 09 10:43:33 +0000 2025","en",0,true,"1930246730370396379","1930246730370396379","W00DS_eth","W 0 0 D S",7507,2974,""
"1932019068636209646","https://x.com/W00DS_eth/status/1932019068636209646","@LockedInLucas gAWOOd Morning Lucas. sending you good vibes 🌈","Twitter for iPhone",0,0,0,0,2,"Mon Jun 09 10:16:55 +0000 2025","en",0,true,"1931997565483880669","1931997565483880669","W00DS_eth","W 0 0 D S",7507,2974,""
"1932019049753415899","https://x.com/W00DS_eth/status/1932019049753415899","@CaptainNFA gAWOOd Morning legend. rise and grind 💪","Twitter for iPhone",0,0,0,0,2,"Mon Jun 09 10:16:51 +0000 2025","en",0,true,"1931981415295472075","1931981415295472075","W00DS_eth","W 0 0 D S",7507,2974,""
"1932019030417703256","https://x.com/W00DS_eth/status/1932019030417703256","@jennn_sol Grand rising jennn. hope it's a banger ☀️","Twitter for iPhone",0,0,0,0,3,"Mon Jun 09 10:16:46 +0000 2025","en",0,true,"1931977777655226816","1931977777655226816","W00DS_eth","W 0 0 D S",7507,2974,""
"1932019012419907907","https://x.com/W00DS_eth/status/1932019012419907907","@tvbzify Grand rising baller! make it a great one ✨","Twitter for iPhone",0,1,1,0,3,"Mon Jun 09 10:16:42 +0000 2025","en",0,true,"1931933272197808575","1931933272197808575","W00DS_eth","W 0 0 D S",7507,2974,""
